 Key|US English
HUD_DATE_MONTH4|Май
HUD_DATE_MONTH4|May
HUD_DATE_MONTH5|Июнь
HUD_DATE_MONTH5|Jun
HUD_DATE_MONTH6|Июль
HUD_DATE_MONTH6|Jul
HUD_DATE_MONTH7|Авг
HUD_DATE_MONTH7|Aug
HUD_DATE_MONTH8|Сен
HUD_DATE_MONTH8|Sep
HUD_DATE_MONTH9|Окт
HUD_DATE_MONTH9|Oct
HUD_DATE_MONTH10|Нбр
HUD_DATE_MONTH10|Nov
HUD_DATE_MONTH11|Дек
HUD_DATE_MONTH11|Dec
HUD_DATE_YEAR|Год
HUD_DATE_YEAR|Year
HUD_DATE_MONTHLONG0|Января
HUD_DATE_MONTHLONG0|January
HUD_DATE_MONTHLONG1|Февраль
HUD_DATE_MONTHLONG1|February
HUD_DATE_MONTHLONG2|Марта
HUD_DATE_MONTHLONG2|March
HUD_DATE_MONTHLONG3|Апреля
HUD_DATE_MONTHLONG3|April
HUD_DATE_MONTHLONG4|Мая
HUD_DATE_MONTHLONG4|May
HUD_DATE_MONTHLONG5|Июня
HUD_DATE_MONTHLONG5|June
HUD_DATE_MONTHLONG6|Июля
HUD_DATE_MONTHLONG6|July
HUD_DATE_MONTHLONG7|Августа
HUD_DATE_MONTHLONG7|August
HUD_DATE_MONTHLONG8|Сентября
HUD_DATE_MONTHLONG8|September
HUD_DATE_MONTHLONG9|Октября
HUD_DATE_MONTHLONG9|October
HUD_DATE_MONTHLONG10|Ноября
HUD_DATE_MONTHLONG10|November
HUD_DATE_MONTHLONG11|Декабря
HUD_DATE_MONTHLONG11|December

HUD_DATE_PREFIX1|1
HUD_DATE_PREFIX1|1st
HUD_DATE_PREFIX2|2
HUD_DATE_PREFIX2|2nd
HUD_DATE_PREFIX3|3
HUD_DATE_PREFIX3|3rd
HUD_DATE_PREFIX4|4
HUD_DATE_PREFIX4|4th
HUD_DATE_PREFIX5|5
HUD_DATE_PREFIX5|5th
HUD_DATE_PREFIX6|6
HUD_DATE_PREFIX6|6th
HUD_DATE_PREFIX7|7
HUD_DATE_PREFIX7|7th
HUD_DATE_PREFIX8|8
HUD_DATE_PREFIX8|8th
HUD_DATE_PREFIX9|9
HUD_DATE_PREFIX9|9th
HUD_DATE_PREFIX10|10
HUD_DATE_PREFIX10|10th
HUD_DATE_PREFIX11|11
HUD_DATE_PREFIX11|11th
HUD_DATE_PREFIX12|12
HUD_DATE_PREFIX12|12th
HUD_DATE_PREFIX13|13
HUD_DATE_PREFIX13|13th
HUD_DATE_PREFIX14|14
HUD_DATE_PREFIX14|14th
HUD_DATE_PREFIX15|15
HUD_DATE_PREFIX15|15th
HUD_DATE_PREFIX16|16
HUD_DATE_PREFIX16|16th
HUD_DATE_PREFIX17|17
HUD_DATE_PREFIX17|17th
HUD_DATE_PREFIX18|18
HUD_DATE_PREFIX18|18th
HUD_DATE_PREFIX19|19
HUD_DATE_PREFIX19|19th
HUD_DATE_PREFIX20|20
HUD_DATE_PREFIX20|20th
HUD_DATE_PREFIX21|21
HUD_DATE_PREFIX21|21st
HUD_DATE_PREFIX22|22
HUD_DATE_PREFIX22|22nd
HUD_DATE_PREFIX23|23
HUD_DATE_PREFIX23|23rd
HUD_DATE_PREFIX24|24
HUD_DATE_PREFIX24|24th
HUD_DATE_PREFIX25|25
HUD_DATE_PREFIX25|25th
HUD_DATE_PREFIX26|26
HUD_DATE_PREFIX26|26th
HUD_DATE_PREFIX27|27
HUD_DATE_PREFIX27|27th
HUD_DATE_PREFIX28|28
HUD_DATE_PREFIX28|28th
HUD_DATE_PREFIX29|29
HUD_DATE_PREFIX29|29th
HUD_DATE_PREFIX30|30
HUD_DATE_PREFIX30|30th
HUD_DATE_PREFIX31|31
HUD_DATE_PREFIX31|31st



HUD_SCENARIOGROUP0|Графитовая группа
HUD_SCENARIOGROUP0|Graphite Group
HUD_SCENARIOGROUP1|Изумрудная группа
HUD_SCENARIOGROUP1|Emerald Group
HUD_SCENARIOGROUP2|Рубиновая группа
HUD_SCENARIOGROUP2|Ruby Group
HUD_SCENARIOGROUP3|Сапфировая группа
HUD_SCENARIOGROUP3|Sapphire Group
HUD_SCENARIOGROUP4|Аметистовая группа
HUD_SCENARIOGROUP4|Amethyst Group
HUD_SCENARIOGROUP5|Коралловая группа
HUD_SCENARIOGROUP5|Coral Group
HUD_SCENARIOGROUP6|Группа слоновой кости
HUD_SCENARIOGROUP6|Ivory Group
HUD_SCENARIOGROUP7|Бронзовая группа
HUD_SCENARIOGROUP7|Bronze Group
HUD_SCENARIOGROUP8|Серебряная группа
HUD_SCENARIOGROUP8|Silver Group
HUD_SCENARIOGROUP9|Золотая группа
HUD_SCENARIOGROUP9|Gold Group
HUD_SCENARIOGROUP10|Бонус
HUD_SCENARIOGROUP10|Bonus



HUD_SCENARIOGROUPORIG0|
HUD_SCENARIOGROUPORIG0|Beginner Parks
HUD_SCENARIOGROUPORIG1|
HUD_SCENARIOGROUPORIG1|Challenging Parks
HUD_SCENARIOGROUPORIG2|
HUD_SCENARIOGROUPORIG2|Expert Parks
HUD_SCENARIOGROUPORIG3|
HUD_SCENARIOGROUPORIG3|“Real” Parks
HUD_SCENARIOGROUPORIG4|
HUD_SCENARIOGROUPORIG4|Other Parks
HUD_SCENARIOGROUPORIG5|
HUD_SCENARIOGROUPORIG5|Group 5
HUD_SCENARIOGROUPORIG6|
HUD_SCENARIOGROUPORIG6|Group 6
HUD_SCENARIOGROUPORIG7|
HUD_SCENARIOGROUPORIG7|Group 7
HUD_SCENARIOGROUPORIG8|
HUD_SCENARIOGROUPORIG8|Group 8
HUD_SCENARIOGROUPORIG9|
HUD_SCENARIOGROUPORIG9|Group 9
HUD_SCENARIOGROUPORIG10|
HUD_SCENARIOGROUPORIG10|Group 10



HUD_UNOCK_SCENARIO_IN_GROUP|Успешно! Вы создали новый сценарий
HUD_UNOCK_SCENARIO_IN_GROUP|Well done! You now have access to a new park scenario in the
HUD_UNOCK_SCENARIO_GROUP_1|Успешно!  Вы создали новый парк
HUD_UNOCK_SCENARIO_GROUP_1|Well done! You have completed all park scenarios in the
HUD_UNOCK_SCENARIO_GROUP_2|и сейчас 
HUD_UNOCK_SCENARIO_GROUP_2|and now have access to the
HUD_UNOCK_SCENARIO_FINAL|Успешно - Вы прошли все сценарии в 10 группах!Вы получаете бонусный сценарий
HUD_UNOCK_SCENARIO_FINAL|Well done - You have completed all park scenarios in all 10 groups! As a reward you now have access to a bonus park scenario



HUD_COST|
HUD_COST|Cost
HUD_SELECT_AN_ITEM|
HUD_SELECT_AN_ITEM|Select an item
HUD_LOAD|
HUD_LOAD|Load
HUD_LOAD_1|
HUD_LOAD_1|LOAD
HUD_SAVE|
HUD_SAVE|Save
HUD_SAVE_1|
HUD_SAVE_1|SAVE
HUD_DELETE|
HUD_DELETE|Delete
HUD_RENAME|
HUD_RENAME|Rename
HUD_TO|
HUD_TO|to
HUD_REPLACE|
HUD_REPLACE|Replace
HUD_ARE_YOU_SURE|
HUD_ARE_YOU_SURE|Are you sure?
HUD_CANCEL|
HUD_CANCEL|Cancel
HUD_FREE|
HUD_FREE|Free
HUD_SEC|
HUD_SEC|sec
HUD_SECS|
HUD_SECS|secs
HUD_MIN|
HUD_MIN|min
HUD_MINS|
HUD_MINS|mins
HUD_MINUTE|
HUD_MINUTE|minute
HUD_MINUTES|
HUD_MINUTES|minutes
HUD_HOUR|
HUD_HOUR|hour
HUD_HOURS|
HUD_HOURS|hours
HUD_NONE|
HUD_NONE|None
HUD_LOW|
HUD_LOW|Low
HUD_MEDIUM|
HUD_MEDIUM|Medium
HUD_HIGH|
HUD_HIGH|High
HUD_VERY_HIGH|
HUD_VERY_HIGH|Very High
HUD_EXTREME|
HUD_EXTREME|Extreme
HUD_ULTRA_EXTREME|
HUD_ULTRA_EXTREME|Ultra Extreme
HUD_AVERAGE|
HUD_AVERAGE|Average
HUD_PER_YEAR|
HUD_PER_YEAR|per year
HUD_PER_MONTH|
HUD_PER_MONTH|per month
HUD_PER_WEEK|
HUD_PER_WEEK|per week
HUD_CLOSE|
HUD_CLOSE|CLOSE
HUD_YES|
HUD_YES|YES
HUD_NO|
HUD_NO|NO
HUD_CONTINUE|
HUD_CONTINUE|CONTINUE
HUD_CANCELCAPS|
HUD_CANCELCAPS|CANCEL
HUD_SCENERY|
HUD_SCENERY|Scenery
HUD_BANNER|
HUD_BANNER|Banner
HUD_SIGN|
HUD_SIGN|Sign
HUD_SAVING|
HUD_SAVING|Saving
HUD_EXPORT|
HUD_EXPORT|EXPORT
HUD_DEMOLISH|
HUD_DEMOLISH|DEMOLISH
HUD_SACK|
HUD_SACK|SACK
HUD_OK|
HUD_OK|OK



CARBON_ENGINE_01|
CARBON_ENGINE_01|a ride which no longer exists
CARBON_ENGINE_02|
CARBON_ENGINE_02|a stall which no longer exists
CARBON_ENGINE_03|
CARBON_ENGINE_03|a kiosk which no longer exists
CARBON_ENGINE_04|
CARBON_ENGINE_04|%s entered %s
CARBON_ENGINE_05|
CARBON_ENGINE_05|%s withdrew cash from %s
CARBON_ENGINE_06|
CARBON_ENGINE_06|%s left %s
CARBON_ENGINE_07|
CARBON_ENGINE_07|%s purchased %s
CARBON_ENGINE_08|
CARBON_ENGINE_08|%s was sick
CARBON_ENGINE_09|
CARBON_ENGINE_09|%s thought about %s
CARBON_ENGINE_10|
CARBON_ENGINE_10|%s thought %s





HELP_100|
HELP_100|Park finances, marketing and research & development
HELP_101|
HELP_101|Back to previous menu
HELP_102|
HELP_102|Enter your name
HELP_103|
HELP_103|Rotate view 90° anti-clockwise
HELP_104|
HELP_104|Set item to be invented during game
HELP_105|
HELP_105|Set item to be pre- invented at start of game
HELP_106|
HELP_106|Switch order of item
HELP_107|
HELP_107|Raise initial build height
HELP_108|
HELP_108|Lower initial build height
HELP_109|
HELP_109|Switch between ground based and auto raise mode
HELP_110|
HELP_110|Set fixed height mode and raise height
HELP_111|
HELP_111|Set fixed height mode and lower height
HELP_112|
HELP_112|Set height match mode - Tap in view to match height of object. Tap button again to return to ground based mode
HELP_113|
HELP_113|Toggle scenery removal mode
HELP_115|
HELP_115|Forward to Next Step: Landscape Editor
HELP_115a|
HELP_115a|Forward to Next Step: Ride Designer
HELP_116|
HELP_116|Back to Previous Step: Object Selection
HELP_117|
HELP_117|Forward to Next Step: Invention List Set Up
HELP_118|
HELP_118|Back to Previous Step: Landscape Editor
HELP_119|
HELP_119|Forward to Next Step: Options Selection
HELP_120|
HELP_120|Back to Previous Step: Invention List Set Up
HELP_121|
HELP_121|Forward to Next Step: Objective Selection
HELP_122|
HELP_122|Back to Previous Step: Options Selection
HELP_123|
HELP_123|Forward to Next Step: Save Scenario
HELP_124|
HELP_124|Back to Previous Step: Objective Selection
HELP_125|
HELP_125|Show tracking options for guest
HELP_127|
HELP_127|Window title - Drag this to move window, tap to change name

HELP_1050|
HELP_1050|Close window
HELP_1051|
HELP_1051|Window title - Drag this to move window
1052|
1052|
1053|
1053|
HELP_1054|
HELP_1054|Rotate view 90° clockwise
HELP_1058|
HELP_1058|Pause game
1059|
1059|
HELP_1129|
HELP_1129|Left-hand curve
HELP_1130|
HELP_1130|Right-hand curve
HELP_1131|
HELP_1131|Left-hand curve (small radius)
HELP_1132|
HELP_1132|Right-hand curve (small radius)
HELP_1133|
HELP_1133|Left-hand curve (very small radius)
HELP_1134|
HELP_1134|Right-hand curve (very small radius)
HELP_1135|
HELP_1135|Left-hand curve (large radius)
HELP_1136|
HELP_1136|Right-hand curve (large radius)
HELP_1137|
HELP_1137|Straight
HELP_1140|
HELP_1140|Roll for left-hand curve
HELP_1141|
HELP_1141|Roll for right-hand curve
HELP_1142|
HELP_1142|No roll
HELP_1143|
HELP_1143|Move to previous section
HELP_1144|
HELP_1144|Move to next section
HELP_1145|
HELP_1145|Construct the selected section
HELP_1146|
HELP_1146|Remove the highlighted section
HELP_1147|
HELP_1147|Vertical drop
HELP_1148|
HELP_1148|Steep slope down
HELP_1149|
HELP_1149|Slope down
HELP_1150|
HELP_1150|Level
HELP_1151|
HELP_1151|Slope up
HELP_1152|
HELP_1152|Steep slope up
HELP_1153|
HELP_1153|Vertical rise
HELP_1154|
HELP_1154|Helix down
HELP_1155|
HELP_1155|Helix up
HELP_1158|
HELP_1158|Chain lift, to pull cars up slopes
1167|
1167|View options
1168|
1168|Adjust land height and slope
HELP_1186|
HELP_1186|Select seat rotation angle for this track section
HELP_1454|
HELP_1454|Construction
HELP_1458|
HELP_1458|Demolish entire ride/attraction
HELP_1473|
HELP_1473|View selection
HELP_1487|
HELP_1487|Open, close, or test ride/attraction
HELP_1488|
HELP_1488|Open or close all rides/attractions
HELP_1491|
HELP_1491|Open or close park
HELP_1711|
HELP_1711|Locate this on Main View
HELP_1728|
HELP_1728|Rides/attractions in park
HELP_1729|
HELP_1729|Name ride/attraction
HELP_1729a|
HELP_1729a|Name person
HELP_1729b|
HELP_1729b|Name staff member
HELP_1914|
HELP_1914|Select main color
HELP_1915|
HELP_1915|Select additional color 1
HELP_1916|
HELP_1916|Select additional color 2
HELP_1917|
HELP_1917|Select support structure color
HELP_1918|
HELP_1918|Select vehicle color scheme option
1919|
1919|Select which vehicle/train to modify
HELP_1973|
HELP_1973|Place scenery, gardens, and other accessories
HELP_1974|
HELP_1974|Create/adjust lakes & water
HELP_2014|
HELP_2014|Build footpaths and queue lines
HELP_2040|
HELP_2040|Direction
HELP_2041|
HELP_2041|Slope down
HELP_2042|
HELP_2042|Level
HELP_2043|
HELP_2043|Slope up
HELP_2044|
HELP_2044|Construct the selected footpath section
HELP_2045|
HELP_2045|Remove previous footpath section
HELP_2062|
HELP_2062|Select whether should wait for passengers before departing
HELP_2063|
HELP_2063|Select whether should leave if another vehicle arrives at the same station
HELP_2066|
HELP_2066|Select minimum length of time to wait before departing
HELP_2067|
HELP_2067|Select maximum length of time to wait before departing
HELP_2069|
HELP_2069|Select whether to synchronize departure with all adjacent stations (for 'racing')
HELP_2080|
HELP_2080|Transport rides
HELP_2081|
HELP_2081|Gentle rides
HELP_2082|
HELP_2082|Roller coasters
HELP_2083|
HELP_2083|Thrill rides
HELP_2084|
HELP_2084|Water rides
HELP_2085|
HELP_2085|Shops & stalls
HELP_2250|
HELP_2250|Rotate objects by 90°
HELP_2253|
HELP_2253|Maximum speed when leaving station
2335|
2335|Other track configurations
HELP_2347|
HELP_2347|View of ride/attraction
HELP_2348|
HELP_2348|Vehicle details and options
HELP_2349|
HELP_2349|Operating options
HELP_2349a|
HELP_2349a|Maintenance options
HELP_2350|
HELP_2350|Color scheme options
HELP_2350a|
HELP_2350a|Sound & music options
HELP_2351|
HELP_2351|Measurements and test data
HELP_2352|
HELP_2352|Graphs
HELP_2354|
HELP_2354|Build or move entrance to ride/attraction
HELP_2355|
HELP_2355|Build or move exit from ride/attraction
HELP_2356|
HELP_2356|Rotate 90°
HELP_2356a|
HELP_2356a|Mirror image
HELP_2356b|
HELP_2356b|Toggle scenery on/off (if available for this design)
2371|
2371|
HELP_2376|
HELP_2376|Queue line path
HELP_2377|
HELP_2377|Footpath
HELP_2415|
HELP_2415|'U' shaped open track
HELP_2416|
HELP_2416|'O' shaped enclosed track
HELP_2432|
HELP_2432|Speed of this ride
HELP_2710|
HELP_2710|Construct footpath on land
HELP_2711|
HELP_2711|Construct bridge or tunnel footpath
HELP_2734|
HELP_2734|Set speed limit for brakes
HELP_2790|
HELP_2790|Guests
HELP_2791|
HELP_2791|Staff
HELP_2792|
HELP_2792|Income and costs
HELP_2793|
HELP_2793|Customer information
HELP_2801|
HELP_2801|Sack this staff member
HELP_2802|
HELP_2802|Move this person to a new location
HELP_2804|
HELP_2804|Set patrol area for this staff member
HELP_2826|
HELP_2826|Name park
HELP_2841|
HELP_2841|Number of laps of circuit
HELP_2849|
HELP_2849|Maximum number of people allowed on this ride at one time
HELP_2854|
HELP_2854|Time limit for ride
HELP_2858a|
HELP_2858a|Show list of individual guests in park
HELP_2858b|
HELP_2858b|Show summarized list of guests in park
HELP_2862|
HELP_2862|Build mode
HELP_2863|
HELP_2863|Move mode
HELP_2864|
HELP_2864|Fill-in mode
HELP_2865|
HELP_2865|Build maze in this direction
HELP_2871|
HELP_2871|Number of complete swings
HELP_2890|
HELP_2890|Select uniform color for this type of staff
3020|
3020|
HELP_3050|
HELP_3050|Select information type to show in guest list
HELP_3061|
HELP_3061|Show guests' thoughts about this ride/attraction
HELP_3062|
HELP_3062|Show guests on this ride/attraction
HELP_3063|
HELP_3063|Show guests queuing for this ride/attraction
HELP_3074|
HELP_3074|Select information type to show in ride/attraction list
HELP_3078|
HELP_3078|Select whether music should be played for this ride
HELP_3103|
HELP_3103|Number of complete rotations
HELP_3129|
HELP_3129|Select how often a mechanic should check this ride
HELP_3136|
HELP_3136|Build new ride/attraction
3168|
3168|Start a new game
g3169|
g3169|
3170|
3170|
3171|
3171|
HELP_3178|
HELP_3178|Turn on/off tracking information for this guest -\n(If tracking is on, guest's movements will be reported in the message area)
HELP_3185|
HELP_3185|Show information about the subject of this message
HELP_3186|
HELP_3186|Show view of guest
HELP_3187|
HELP_3187|Show view of staff member
HELP_3188|
HELP_3188|Show happiness, energy, hunger etc. for this guest
HELP_3189|
HELP_3189|Show which rides this guest has been on
HELP_3190|
HELP_3190|Show financial information about this guest
HELP_3191|
HELP_3191|Show guest's recent thoughts
HELP_3192|
HELP_3192|Show items guest is carrying
HELP_3193|
HELP_3193|Show orders and options for this staff member
HELP_3194|
HELP_3194|Select costume for this entertainer
HELP_3195|
HELP_3195|Show areas patrolled by selected staff type, and locate the nearest staff member
HELP_3196|
HELP_3196|Hire a new staff member of the selected type
3211|
3211|Number of circuits of track per ride
HELP_3500|
HELP_3500|Show list of handymen in park
HELP_3501|
HELP_3501|Show list of mechanics in park
HELP_3502|
HELP_3502|Show list of security guards in park
HELP_3503|
HELP_3503|Show list of entertainers in park
3511|
3511|Park Rating: ~
HELP_3518|
HELP_3518|Park information
HELP_3915|
HELP_3915|Show details of this invention or development
HELP_3916|
HELP_3916|Show funding and options for research & development
HELP_3917|
HELP_3917|Show research & development status
3937|
3937|
HELP_3950|
HELP_3950|Change base land style
HELP_3951|
HELP_3951|Change vertical edges of land
HELP_3991|
HELP_3991|Buy land to extend park
HELP_3992|
HELP_3992|Buy construction rights to allow construction above or below land outside the park
HELP_4012|
HELP_4012|Show statistics for this staff member
HELP_4026|
HELP_4026|Toggle landscape tile edge smoothing on/off
HELP_4028|
HELP_4028|Toggle gridlines on landscape on/off
HELP_4091|
HELP_4091|Adjust smaller area of land
HELP_4092|
HELP_4092|Adjust larger area of land
HELP_4093|
HELP_4093|Adjust smaller area of water
HELP_4094|
HELP_4094|Adjust larger area of water
HELP_4123|
HELP_4123|Start this marketing campaign
HELP_4223|
HELP_4223|Show financial accounts
HELP_4224|
HELP_4224|Show graph of cash (less loan) over time
HELP_4225|
HELP_4225|Show graph of park value over time
HELP_4226|
HELP_4226|Show graph of weekly profit
HELP_4227|
HELP_4227|Show marketing campaigns
HELP_4230|
HELP_4230|Show view of park entrance
HELP_4231|
HELP_4231|Show graph of park ratings over time
HELP_4232|
HELP_4232|Show graph of guest numbers over time
HELP_4233|
HELP_4233|Show park entrance price and information
HELP_4234|
HELP_4234|Show park statistics
HELP_4235|
HELP_4235|Show objectives for this game
HELP_4236|
HELP_4236|Show recent awards this park has received
HELP_4241|
HELP_4241|Select level of research & development
HELP_4242|
HELP_4242|Research new transport rides
HELP_4243|
HELP_4243|Research new gentle rides
HELP_4244|
HELP_4244|Research new roller coasters
HELP_4245|
HELP_4245|Research new thrill rides
HELP_4246|
HELP_4246|Research new water rides
HELP_4247|
HELP_4247|Research new shops and stalls
HELP_4247a|
HELP_4247a|Research new scenery and themeing
HELP_4248|
HELP_4248|Select operating mode for this ride/attraction
HELP_4249|
HELP_4249|Show graph of velocity against time
HELP_4250|
HELP_4250|Show graph of altitude against time
HELP_4251|
HELP_4251|Show graph of vertical acceleration against time
HELP_4252|
HELP_4252|Show graph of lateral acceleration against time
4253|
4253|Profit:  per week,
HELP_4256c|
HELP_4256c|Toggle between showing 'real' names of guests and guest numbers
4259b|
4259b|
4561|
4561|
HELP_4612|
HELP_4612|Sort the ride list into order using the information type displayed
4614|
4614|
4615|
4615|
4619|
4619|Show these guests highlighted on map
4620|
4620|Show these staff members highlighted on map
HELP_4621|
HELP_4621|Show map of park
HELP_4810|
HELP_4810|Select which color scheme to change, or paint ride with
HELP_4811|
HELP_4811|Paint an individual area of this ride using the selected color scheme
HELP_4867|
HELP_4867|Change text on banner
HELP_4868|
HELP_4868|Set this banner as a 'no-entry' sign for guests
HELP_4869|
HELP_4869|Demolish this banner
HELP_4870|
HELP_4870|Select main color
HELP_4871|
HELP_4871|Select text color
HELP_4875|
HELP_4875|Change text on sign
HELP_4876|
HELP_4876|Demolish this sign
g4950|
g4950|
HELP_6015|
HELP_6015|Standard roller coaster track
HELP_6016|
HELP_6016|Water channel (track submerged)
HELP_6061|
HELP_6061|Select whether this price is used throughout the entire park
HELP_6090|
HELP_6090|Select style of entrance, exit, and station
HELP_6097|
HELP_6097|Select lift hill chain speed
HELP_6100|
HELP_6100|Select color
HELP_6101|
HELP_6101|Select second color
HELP_6102|
HELP_6102|Select third color
HELP_6103|
HELP_6103|Re-paint colored scenery on landscape
HELP_6105|
HELP_6105|List rides
HELP_6106|
HELP_6106|List shops and stalls
HELP_6107|
HELP_6107|List information kiosks and other guest facilities
6112|
6112|Click on design to build it
6112a|
6112a|Click on design to rename or delete it
6114|
6114|
6116|
6116|Save track design
HELP_6116a|
HELP_6116a|Save ride design (Not possible until ride has been tested and statistics have been generated)
HELP_6120|
HELP_6120|Locate nearest available mechanic, or mechanic fixing ride
HELP_6141|
HELP_6141|Show people on map
HELP_6142|
HELP_6142|Show rides and stalls on map
7000|
7000|
7001|
7001|
7002|
7002|
7003|
7003|
7004|
7004|
7005|
7005|
7006|
7006|
7007|
7007|
7008|
7008|
7009|
7009|
HELP_7085|
HELP_7085|Randomly shuffle the list of items to invent during the game
HELP_7109|
HELP_7109|Select park-owned land etc.
7114|
7114|Set land to be owned by the park
7115|
7115|Set construction rights only to be owned by the park
7116|
7116|Set land to be available to purchase by the park
7117|
7117|Set construction rights to be available to purchase by the park
HELP_7118|
HELP_7118|Toggle on/off building a random cluster of objects around the selected position
HELP_7119|
HELP_7119|Build park entrance
HELP_7121|
HELP_7121|Set starting positions for people
HELP_7128|
HELP_7128|Show financial options
HELP_7129|
HELP_7129|Show guest options
HELP_7130|
HELP_7130|Show park options
HELP_7132|
HELP_7132|Make this park a 'no money' park with no financial restrictions
HELP_7138|
HELP_7138|Forbid advertising, promotional schemes, and other marketing campaigns
HELP_7150|
HELP_7150|Select whether guests should generally prefer less intense rides only
HELP_7152|
HELP_7152|Select whether guests should generally prefer more intense rides only
HELP_7159|
HELP_7159|Select how this park charges for entrance and rides
HELP_7161|
HELP_7161|Forbid tall trees being removed
HELP_7163|
HELP_7163|Forbid any changes to the landscape
HELP_7165|
HELP_7165|Forbid any tall construction
HELP_7167|
HELP_7167|Make the park rating value more challenging
HELP_7169|
HELP_7169|Make it more difficult to attract guests to the park
7175|
7175|Select objective and park name
7176|
7176|Select rides to be preserved
HELP_7179|
HELP_7179|Select objective for this scenario
HELP_7181|
HELP_7181|Select climate
HELP_7201|
HELP_7201|Change name of park
HELP_7202|
HELP_7202|Change name of scenario
HELP_7203|
HELP_7203|Change detail notes about park / scenario
HELP_7223|
HELP_7223|Select which group this scenario appears in
HELP_7237|
HELP_7237|Select whether to save any additional plug-in object data required (add-in data not supplied with the main product) in saved game or scenario files, allowing them to be loaded by someone who doesn't have the additional object data
g7243|
g7243|
7265|
7265|
7267|
7267|Allow selection of individual items of scenery in addition to scenery groups
7283|
7283|Install a new track design file
7500|
7500|
7501|
7501|
7502|
7502|
7503|
7503|
7504|
7504|
7505|
7505|
7506|
7506|
7507|
7507|
7508|
7508|
7509|
7509|
7510|
7510|
7511|
7511|
7512|
7512|
7513|
7513|
7514|
7514|
7600|
7600|
7601|
7601|
7602|
7602|
7603|
7603|
7604|
7604|
7605|
7605|
7606|
7606|
7607|
7607|
7608|
7608|
7609|
7609|
7610|
7610|
7611|
7611|
7612|
7612|
7613|
7613|
7614|
7614|
7615|
7615|
7700|
7700|
7701|
7701|
7702|
7702|
7703|
7703|
7704|
7704|
7705|
7705|
7706|
7706|
7707|
7707|
7708|
7708|
7709|
7709|
7710|
7710|
7711|
7711|
7712|
7712|
7713|
7713|
7714|
7714|
7800|
7800|Clear large areas of scenery from landscape
7900|
7900|
HELP_7953|
HELP_7953|Set speed limit for booster
HELP_7954|
HELP_7954|Set speed limit for LSM launch



HUD_DOWNLOADER_CHECKING_RESCOURCES|
HUD_DOWNLOADER_CHECKING_RESCOURCES|Checking purchase and resources
HUD_DOWNLOADER_INTERNET|
HUD_DOWNLOADER_INTERNET|Ensure your internet connection is active
HUD_DOWNLOADER_IDLE|
HUD_DOWNLOADER_IDLE|Idle
HUD_DOWNLOADER_CONNECTING|
HUD_DOWNLOADER_CONNECTING|Connecting
HUD_DOWNLOADER_DOWNLOADING|
HUD_DOWNLOADER_DOWNLOADING|Downloading
HUD_DOWNLOADER_PAUSED|
HUD_DOWNLOADER_PAUSED|Paused
HUD_DOWNLOADER_FAILED|
HUD_DOWNLOADER_FAILED|Failed
HUD_DOWNLOADER_DOWNLOADED|
HUD_DOWNLOADER_DOWNLOADED|Downloaded
HUD_DOWNLOADER_MODULE_MISSING|
HUD_DOWNLOADER_MODULE_MISSING|Module missing
HUD_DOWNLOADER_NO_ACCOUNT|
HUD_DOWNLOADER_NO_ACCOUNT|No account
HUD_DOWNLOADER_GETTING_STATUS|
HUD_DOWNLOADER_GETTING_STATUS|Getting Download Status
HUD_RESUMING|
HUD_RESUMING|Resuming...
HUD_ERROR_EMAIL_1|
HUD_ERROR_EMAIL_1|Unable to launch email client, please check your Settings.
HELP_126|
HELP_126|Show this guest's recent thoughts and actions on view
HELP_128|
HELP_128|Show previous thought/action
HELP_129|
HELP_129|Show next thought/action
HUD_FINANCE_SCENERY_AND_THEMEING|
HUD_FINANCE_SCENERY_AND_THEMEING|Scenery and Themeing
HUD_TERRAFORM_ADJUST_LAND|
HUD_TERRAFORM_ADJUST_LAND|Adjust Land
HUD_TERRAFORM_ADJUST_WATER|
HUD_TERRAFORM_ADJUST_WATER|Water
HUD_TERRAFORM_ADJUST_CLEAR|
HUD_TERRAFORM_ADJUST_CLEAR|Clear
HUD_TERRAFORM_RAISE|
HUD_TERRAFORM_RAISE|RAISE
HUD_TERRAFORM_LOWER|
HUD_TERRAFORM_LOWER|LOWER
HUD_TERRAFORM_CHANGE|
HUD_TERRAFORM_CHANGE|CHANGE
HUD_TERRAFORM_CLEAR|
HUD_TERRAFORM_CLEAR|CLEAR
HELP_130|
HELP_130|Raise land
HELP_131|
HELP_131|Lower land
HELP_132|
HELP_132|Change land surface style
HELP_133|
HELP_133|Select corner of land
HELP_134|
HELP_134|Raise water level
HELP_135|
HELP_135|Lower water level
HELP_136|
HELP_136|Clear scenery from area of land
HELP_137|
HELP_137|Decrease area of land to clear
HELP_138|
HELP_138|Increase area of land to clear
HELP_139|
HELP_139|Locate and repair vandalised items in the park
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS_ANDROID|
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS_ANDROID|Saved to the 'Screenshots' album in photos
HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_PC|
HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_PC|has been saved to your 'Screenshots' folder
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS_PC|
